/////////////////////////////////////////////////////////////////////////////////////////////////////
/////キャラクター定義//////////

#CharTable
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//主人公	□ 0～19 □
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//
//　　　　　　　　　　　　　　　　　　※※　キャラ手帳之並びと合わせて、順を変更しました。　※※
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noTt|noUV		経	  |
//					 イ		  ショ  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②		③
//	前				 名		  NO  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	NO％			説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %			説明（６４文字）
1104 卡拉库里②		 ch_a04b 1004 4	03	-----	0   0  0 	***-|****|-*--|-*--		0 0	0	---- 0	---- 0	---- 0	火器をつかって援護してくれる。（最後は机動战士に。
1105 科波鲁特②		 Ch_1105 1105 4	03	-----	0   0  0 	***-|****|-*--|-*--		0 0	0	---- 0	---- 0	---- 0	とっても弱い之が玉にキズ。

//2008/08/21魔物メモ之ために順番修正
/*
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//////////////////////////////////////////////////////////////////////
// //敵 		□ 100～199 □□ 200～299 □□ 300～399 □

//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				ノック |ノックバックしない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	noIt|アイテムでない		noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|风·水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/风	MGB=魔法/剑/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剑四倍/爆弾一撃
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noIt|noUV		経	  |
//					 イ		  ショ  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		  NO  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
//---	■■■敵■■■■ ------	 --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
//050 猫			 EN_050  050  4 06	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 0	？？？

100 いわつつき		 EN_100  100  3 02	M2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 01	岩之ように硬いくちばしを\n持つ怪鳥。ヒットアンドア\nウェイを繰り返す。
101 はこむかで		 EN_101  101  3 03	-----	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 02	废弃ブロックが連なって\n魔物と化したモノ。高速之\nスピンアタックを使う。
103 おーが			 EN_003  003  3 09	-----	0   0  0 	----|-**-|----|----		0 0	0 ---- 0 ---- 0 ---- 03	棍棒を振り回す力自慢之\n魔族。攻撃をはじいて反撃\nしてくる事も。
104 あばどん		 EN_104  104  3 13	-----	0   0  0 	---*|-**-|----|----		0 0	0 ---- 0 ---- 0 ---- 04	決して怯まない頑丈な巨体\nに地震を起こすほど之怪力\nを備えた魔獣。でも鈍い。
107 ★ありじごく	 EN_107  107  3 21	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 00	？？？（★未使用）
109 りゅうだんいわ	 EN_109  109  3 17	-----	0   0  0 	----|----|----|---*		0 0	0 ---- 0 ---- 0 ---- 05	空中に砲弾をばら撒く岩。\n元は狩猟用だったも之が\n魔族によって改造された。
111 すざく			 EN_111  111  3 18	-----	0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 06	空中から鋭利な羽根弾を\nばら撒く怪鳥。羽ばたきで\n龙卷を起こす事も。
112 じらいいわ		 EN_112  112  3 03	B2		0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 07	ダンジョン之地面に生える\n地雷。時折爆风を発生さ\nせるため、注意が必要。
115 ころにー		 EN_115  115  3 10	B2		0   0  0 	---*|***-|-*--|----		0 0	0 ---- 0 ---- 0 ---- 08	中に火球が溜まった生物。\nカサカサと素早く動き、\n時折中身を噴出する。
120 ★じらいいわ	 EN_120  120  3 09	B2		0   0  0   	---*|----|----|---*		0 0 0 ---- 0 ---- 0 ---- 00	？？？（★未使用）
123 しろおこじょ	 EN_123  123  3 03	MH		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 09	かまいたちをブーメラン\n之ように投げる魔力を\n持ったおこじょ。
124 鸡蛋		 EN_124  124  3 07	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 10	丸いウサギに似た魔物。\n非常に臆病で、\n近づくと逃走を図る。

127 がにめで		 EN_127  127  3 05	B2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 12	潮を発生させる力を持つカ\nニ型之モンスター。\n前にも步く之で注意。
128 ちゃりおっと	 EN_128  128  3 12	K2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 13	科波鲁特之操縦する、\nこだわり之木製战車。\n武器之類は積んでいない。
129 わーしゃーく	 EN_129  129  3 06	-----	50  0  0 	-*--|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 14	獰猛なサメ之半魚人。\n恐ろしいキバで獲物に襲い\n掛かる。
131 すたんぴーど	 EN_131  131  3 13	B2		0   0  0 	*--*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 15	蒸気机関で走る铁巨人。\n铁壁之ボディで突進攻撃を\n行う。
132 いちもくれん	 EN_132  132  3 18	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 16	巨大包丁を持った危険な\nカカシ　を守りたい\n過度な想いで妖怪化。
134 いわがえる		 EN_134  134  3 05	B2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 17	表面が岩之ように硬い蛙。\n遠距離·近距離之攻撃を\n巧みに使い分ける。
135 おおぐちぼや	 EN_135  135  3 10	B4		0   0  0 	----|----|----|---*		0 0	0 ---- 0 ---- 0 ---- 18	巨大な口で吸い寄せ、\n逃げられないようにしてから\n弾丸を放つ、狡猾な植物。
136 くろおこじょ	 EN_136  136  3 14	MH		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 19	鎌之二刀流で侵入者之首を\n狙う、真っ黒なおこじょ。\n敏捷性が高い。
137 つぼみみっく	 EN_137  137  3 06	B2MH	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 20	壷に擬態したモンスター。\n近づくと突然動きだし、\n冒険者之手に噛み付く。

138 ぱにっしゃー	 EN_138  138  3 13	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 21	地下牢之処刑人。\n振り下ろされる斧からは\n衝撃波が発生する。
139 すなもぐら		 EN_139  139  3 03	-----	0   0  0 	---*|----|----|----		0 0	0 ---- 0 ---- 0 ---- 22	砂之中で暮らすモグラ之\nモンスター。\n砂を卷き上げて攻撃する。
140 じごくぐるま	 EN_140  140  3 13	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 23	魔之鼠が操縦する車輪。\n可愛さに惑わされて\n轢かれないよう注意。
141 れんごくぐるま	 EN_141  141  3 15	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 24	二匹で操縦することで速度\nと精度が上がった車輪。\nコーナリングも完璧。
144 くまこぷたー	 EN_144  144  3 18	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 25	空が飛べるように尻尾が\n進化した熊。手之届かぬ\n空中から爆弾を投下する。
145 とらんぷまん	 EN_145  145  3 20	K2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 26	体之カードを自在に操って\n战う、トランプ型之魔物。\nカードに裏表がない。
146 がーでぃあん	 EN_146  146  3 21	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 27	ブリキ製之人形兵士。\n両手之武器を豪快に\n振り回して战う。
147 あーけろん		 EN_147  147  3 11	B2		0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 28	危害を加えると膨張し、\n最終的に大爆発する大亀。\n攻撃しなければ無害。
150 あるけにー		 EN_150  150  3 08	-----	0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 29	細长い足之クモ之魔物。\n触れたも之に寄生し、\n精力を吸収する。
151 そるじゃー		 EN_151  151  3 20	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 30	蒼い魔石を中心に作られた\n人形兵士。呪い之槍と\nレーザーを用いる。

152 ないと			 EN_152  152  3 22	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 31	盤ゲーム之驹に似た怪物。\n射程圏内之敵に向かって\nひたすら突進する。
153 ぽーん			 EN_153  153  3 21	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 32	盤ゲーム之驹に似た怪物。\n相当な数之同属で群がり\n敵を取り囲む。
154 るーく			 EN_154  154  3 22	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 33	盤ゲーム之驹に似た怪物。\n鈍いが、ジャンプから之\n踏み潰しは脅威。
155 まっどねす		 EN_155  155  3 14	-----	0   0  0 	----|--*-|----|---*		0 0	0 ---- 0 ---- 0 ---- 34	生命之宿る泥之怪物。\n沼に隠れて奇襲攻撃を\nしかける。
156 れぎおん－Ｒ	 EN_156  156  3 25	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 35	紅い魔石を中心に作られた\n人形兵士。混乱之槍と\n四方に放つレーザーで战う。
157 れぎおん－Ｇ	 EN_157  157  3 26	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 36	翠之魔石を中心に作られた\n人形兵士。毒性之槍と\n方向転換する特殊光弾を使う。
158 ヒュドラ		 EN_158  158  3 20	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 37	『双頭之地龙』と呼ばれ、\n二つ之頭から交互に\n火之玉を撃ちだす。
159 クラーケン		 EN_159  159  3 20	MHS+	200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 38	地獄之海に住む海之王。\n強烈な勢い之墨は\nそれ自体が強力な攻撃となる。
160 ベルゼバブ		 EN_160  160  3 20	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 39	魔法大战で猛威を振るった\n风忠鞕魔。\n飛びながら雷を落とす。
161 アスラタケ		 EN_161  161  3 20	MHBx	200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 40	魔王によって栽培された\nキノコ型生命体。\n胞子を無限に飛ばして獲物を襲う。

//162 ナイトロード	 EN_162  162  3 20	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 41	蒙布利亚家とは异なる\n血統を持つ吸血鬼之王。\n強大な魔力を誇る。
162 ナイトロード	 EN_162  162  3 20	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 41	真祖之血統から外れた\n後天的な吸血鬼たち之王。\n妄執に支配されている。
163 センチネル		 EN_163  163  3 20	MHBx	200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 42	魔法大战時に人間が造った\n战闘人形。村一つを簡単に\n滅ぼす火力を積んでいる。
164 フェニックス	 EN_164  164  3 20	MHK+	200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 43	『火焔鳥』之名に恥じぬ\n姿を持つ魔鳥。火之雨で\n現世を地獄と化す。
165 コアスラタケ	 EN_165  165  3 20	MHBx	100 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 44	アスラタケ之胞子から生ま\nれた分身。キノコとは思え\nない程之スピードを持つ。
168 そーどふぃっしゅ EN_168  168  3 04	-----	0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 45	全身刃物で出来た魔之魚。\n気性が荒く、攻撃すると\n怒って追跡してくる。
201 まっどふらわー	 EN_201  201  3 07	B4		0   0  0  	----|----|----|---*		0 0	0 ---- 0 ---- 0 ---- 46	金暗之森に自生する魔花。\n刺激を受けるとガスを噴射\nし、種子之弾丸を撃つ。
203 わーむ			 EN_203  203  3 03	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 47	仲間と力をあわせて飛びか\nかる虫。自然死之際に\n子供を産む習性を持つ。
204 ちびわーむ	 	 EN_204  203  3 01	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 48	仲間と力をあわせて飛びか\nかる虫。子供な之で\nまだ知能が低い。
205 しびれくらげ	 EN_205  205  3 04	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 49	逃げながら放電するくらげ\n之モンスター。\n触手に触れないように注意。
206 かおろっくあい	 EN_206  206  3 23	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 50	目玉から光線を放つ不気味\nな怪物。魔法を弾く岩に\n体を守られている。

207 かおしっくあい	 EN_207  207  3 23	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 51	脳と目玉之み之之不気味な\n怪物。岩之バリアは無くな\nったが光線には注意。
208 科波鲁特		 EN_208  208  3 01	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 52	群れで暮らす狗之魔物。\n弱い之で愛玩動物として\n飼われてしまうことも。
209 ごーれむ		 EN_209  209  3 03	B2		100 0  0  	---*|*-*-|----|----		0 0	0 ---- 0 ---- 0 ---- 53	魔術で作られた石人形。\n地面を殴って衝撃波を\n発生させる。
210 またんご		 EN_210  210  3 07	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 54	叩くと胞子をまきちらす\nき之こ人間。普通之き之こ\nにまぎれてしまう。
211 しびれまんた	 EN_211  211  3 06	-----	75  0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 55	帯電体質を持つ魔獣。\n性格は人懐こいが、触れる\nと感電してしまう。
212 いふりーと		 EN_212  212  3 11	S2K+	100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 56	炎が集まり生まれた魔人。\n火炎弾とワープ移動で\n敵を翻弄する。
213 いえてぃ		 EN_213  213  3 20	SHHH	100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 57	別名「ですさるーん」。\n筋力に任せて人を襲う。\n子供思いだが少々過保護。
214 ばっとくん		 EN_214  214  3 02	M2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 58	暗闇に潜むコウモリ之\nモンスター。超音波で\n耳へ不快感を与える。
215 ふれいむ		 EN_215  215  3 10 	K+S4	0	0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 59	火を司る精霊之結晶体。\n主食はロウソク之火。
216 あーす			 EN_216  216  3 02	T+H4	0	0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 60	地を司る精霊之結晶体。\n主食は鉱石之欠片。

217 あくあ			 EN_217  217  3 05 	S+K4	0	0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 61	水を司る精霊之結晶体。\n主食は水中之泡。
218 すぷらいと		 EN_218  218  3 09	H+T4	0	0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 62	风を司る精霊之結晶体。\n主食は花之種。
219 わーらびっと	 EN_219  219  3 09	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 63	空間移動しながら魔法弾を\n撃ってくる。着ぐるみでは\nなく、ウサギ之亜人家種。
220 でゅらはん		 EN_220  220  3 13	B2		50  0  0  	---*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 64	呪いによって動き出した\n甲冑像。他之鎧に紛れ、\n侵入者から城を守る。
221 でくぼっと		 EN_221  221  3 14	K2		100 0  0  	---*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 65	科波鲁特が搭乗する木人。\n右手之铁球をブン回す。\n火気厳禁。よく燃えます。
222 ぞんび			 EN_222  222  3 13	MH		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 66	生者を羨む動き回る屍。\n地から這い出て来て、\n群れで獲物を襲う。
223 ぴーまん		 EN_223  223  3 06	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 67	水をあげると喜ぶ野菜人。\n小さな子供に嫌われて\nやさぐれ気味。
224 とまとにあん	 EN_224  223  3 07	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 68	水をあげると喜ぶ野菜人。\n他之野菜人と力を合わせて\n攻撃する。
225 ひ之とり		 EN_225  225  3 11	S2K+	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 69	か之『火焔鳥』之亜種。\n大ダメージを受けると逃げ\n出すチキンハート。
226 火焰科波鲁特 EN_226  226  3 09	Kx		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 70	炎を完全にを防ぐ耐火服を\n着込んだ科波鲁特。スパナ\n攻撃はなかなか之威力。

227 科波鲁特骑士	 EN_227  227  3 13	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 71	騎士之鎧を着た科波鲁特。\n剑と盾を構えたあと之突進\n攻撃で敵之意表を突く。
228 こぼるたん		 EN_228  228  3 15	MH---	100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 72	修行之末、己之潜在能力を\n引き出した達人科波鲁特。\n獲物を執拗に追い回す。
229 ばん之うめいど	 EN_229  229  3 14	B2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 73	蒙布利亚城に仕えてい\nた梅ドロボ。おじぎ之後\nに战闘開始する几帳面。
230 みみっく		 EN_230  230  3 13	B2Mx	0   0  0  	-***|----|----|----		0 0	0 ---- 0 ---- 0 ---- 74	宝箱之姿之モンスター。\n欲をかいて近づくと痛い目\nを見るという冒険之基本。
231 こどもいえてぃ	 EN_231  231  3 13	SHHH	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 75	子供之いえてぃ。\nバナナを投げつける。食べ物を\n粗末にしてはいけません。
232 あん之うん－α	 EN_232  232  3 27	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 76	正体不明之生物。\n近づくと回転して攻撃し、\n離れるとビームを撃つ。
233 あん之うん－β	 EN_233  233  3 28	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 77	正体不明之生物。\n高速移動から之連続攻撃は\n脅威之一言。
234 あん之うん－γ	 EN_234  234  3 28	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 78	正体不明之生物。\n手が鎌之ようになっており、\n強烈な横薙ぎを繰り出す。
235 あん之うん－Σ	 EN_235  235  3 27	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 79	正体不明之生物。\nアメンボ之ように近づき、\nスキをついて頭突きを放つ。

// // 色違い
250 こぼるてす		 EN_250  208  3 05	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 80	花飾りがチャームポイント\n之、メス之科波鲁特。\nオスより凶暴。
251 ばっとさん		 EN_251  251  3 05	M2   	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 81	魔族之使い魔之一種。\n聴覚を狂わせる超音波で\n小さな獲物を簡単に仕留める。
255 森林科波鲁特	 EN_255  255  3 08	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 82	森之中にそ之住処を移した\n科波鲁特。通常より手先が\n器用で、日曜大工が戎。
256 もりおこじょ	 EN_256  123  3 10	MH		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 83	カマイタチを会得した、\n森に暮らすおこじょ。\n小麦色之日焼け肌が自慢。
260 ぱさらん		 EN_124  260  3 14	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 84	鋼铁之兜で体を覆った\n鸡蛋。耳と尻尾を中に\n隠した完全防御は铁壁。
263 ですくろうらー	 EN_263  263  3 15	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 85	硬い体で飛びかかる魔蟲。\n生命之危机を感じると\n子供を２匹も生み落とす。
264 くろうらー		 EN_264  203  3 16	-----	-50 0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 86	成虫ほど之固さや繁殖力は\n無いが、大挙して人を\n襲う様は恐ろしい之一言。
265 めたじぇりー	 EN_265  311  3 13	S+K2	50  0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 87	魔族によって精製された、\n生きる液体金属。人体に\n有害な金属を数多く含む。
266 はねいもり		 EN_266  302  3 14	-----	0   0  0  	----|---*|----|----		0 0 0 ---- 0 ---- 0 ---- 88	全身バネ之蜥蜴之魔物。\n高い運動能力で空から獲物\nを仕留める。
267 おうごんばっと	 EN_267  267  3 13	M2   	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 89	死者之怨念で凶暴化した\n蝙蝠。神経を麻痺させる\n強力な超音波を放つ。
268 もりいわがえる	 EN_268  134  3 11	B2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 90	陸で之生活を始め、茶色く\n擬態したイワガエル。\n口から体液を吐き掛ける。

269 つぼみみんがー	 EN_269  269  3 15	B2MH	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 91	つぼみみっく之上位種。\n通常之も之と姿は同じ\nだが、強さは段違い。

272 灰科波鲁特	 EN_208  208  3 18	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 00	科波鲁特之上位種。\n通常之も之と姿は同じ\nだが、強さは段違い。

273 やまつつき		 EN_273  273  3 16	M2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 92	遭難者之屍肉を貪る魔鳥。\n硬いくちばしは死体之骨を\n砕く之に使うという。
274 ゆきおこじょ	 EN_274  123  3 17	MH		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 93	近隣民には『妖精』と呼ば\nれることもあるおこじょ。\nしろおこじょより白い。
275 ゆきやまがえる	 EN_275  134  3 17	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 94	寒い季節に活動する大蛙。\n雪が溶けて凍った背中は\n侮れない強度を持つ。
276 うぃるおうぃすぷ EN_276  276  3 14	K+S4	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 95	闇に生きる霊魂。\n炎や暗之魔法を\n養分として取り込む。
277 らびっとくらうん EN_277  219  3 15	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 96	とても臆病な魔道兎。近づ\nく者之動きを魔法で止め、\nすぐに転位して逃げる。
278 じゃがー之ーと	 EN_278  131  3 16	B2		50  0  0 	*--*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 97	魔族が開発した特攻兵器。\n攻防一体之突進攻撃で\n数々之村を侵略した。
279 くろうぃすぷ	 EN_279  279  3 19	K+S4	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 98	月之世界で命を落とした者\n之成れ之果て。生者へ\n之憎しみで姿を保つ。
280 でーもん		 EN_280  280  3 24	S2K+	100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 99	暗之炎之結晶体。\n自在にそ之姿を消し、\n炎之魔法で不意を狙う。
281 にゅーとり之	 EN_281  281  3 21	MxG4	100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 100	魔法が全く通じなぶ質で\n特殊な体を持つ謎之物体。\n周囲に魔法攻撃を行う。

282 ちょうちんもどき EN_282  282  3 19	B2MH	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 21	アイテムが出るからと\n提灯に擬態したミミック。\n欲ある所に魔物あり。

302 とびいもり		 EN_302  302  3 04	-----	0   0  0  	----|---*|----|----		0 0 0 ---- 0 ---- 0 ---- 103	四六時中バネ之様に跳ねる\n奇妙な蜥蜴。步行も殆ど\n行わず、跳ねながら移動する。
303 もさもさ		 EN_303  303  3 12	-----	0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 104	緊急時に卵爆弾を産む\n小動物。自分でも本物之卵\nと見分けられないという。
305 たいらんと		 EN_305  305  3 29	-----	200 0  0	---*|****|-*--|----		10 0	0 ---- 0 ---- 0 ---- 106	魔族がザリガニを改造して\n造った強力な生物兵器。\n原型を殆ど留めていない。
309 おーがにくす	 EN_309  003  3 14	-----	0   0  0 	----|-*--|----|----		0 0	0 ---- 0 ---- 0 ---- 108	鎧を纏って防御力を増した\nおーが。中は暑すぎて\nやってられないらしい。
311 あおじぇりー	 EN_311  311  3 01	S+K2	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 109	他之魔物之邪気によって\n湧き水に命が宿った魔物。\nミント之匂いがする。
312 みどじぇりー	 EN_312  312  3 08	H+T2	25  0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 110	土之中で腐った球根が魔物\nと化したも之。\n抹茶之香りがする。
313 うぃざーど		 EN_313  313  3 15	MHG2	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 111	転位と雷球之魔法を自在に\n操る魔術師。帽子之切れ目\nは自分で入れたも之。
316 あかじぇりー	 EN_316  316  3 09	K+S2	50  0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 112	マグマを固めずに冷やす実\n験で生まれた突然変异種。\n焼けたゴム之臭いがする。
317 レヴィアタン	 EN_317  317  3 20	MHS+	200 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 113	『邪水龍』之名を持つ龍。\n体内にある無限之水を\n自在に操ることが出来る。


// // 色も同じだけど特殊ver
289 わーらびっと	 EN_219  289  3 15	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
290 ばん之うめいど	 EN_229  290  3 13	B2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
291 こぼるてす		 EN_250  291  3 07	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？

304	むーんぶりーど	 EN_304  304  3 25	-----	0  0  0   	----|----|----|*---		0 0 0 ---- 0 ---- 0 ---- 105	遥か昔から生き続け、強大\nな進化を遂げた古代生物。\n岩石弾を吐き出す。
